District,Degree_M_F,Subjects,Optional_Subjects,No_Fail_Paper,Pass_Fail_Abscent,Age,Metric_Inter_Board,Religion,Gender,Reg_Type,Metric_Annual_Supply,Metric_Division,Metric_Mjor_Sub,Inter_Annual_Supply,Inter_Division,Inter_Major_Sub,BA_DIV
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,0,P,B,1,M,M,P,A,A,S ,S,B,S,A
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,A
6,A,F,5,3,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,S,D,S ,S,C,S,F
6,A,E,5,3,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,2,F,B,1,M,M,P,A,D,S ,S,D,S,F
6,A,F,5,1,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,E,5,1,F,B,1,H,M,P,A,D,S ,S,C,A ,F
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,3,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,5,M,M,P,S,B,S ,S,C,S,F
6,A,E,5,2,F,B,1,M,M,P,S,C,S ,S,C,S,F
6,A,G,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,D,5,3,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,G,6,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,C,S ,S,B,A ,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,A
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,2,F,B,1,C,M,P,A,D,S ,S,C,S,F
6,A,E,1,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,3,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,5,3,F,B,1,M,M,P,A,C,S ,S,B,S,F
6,A,F,5,2,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,2,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,S,D,S ,S,C,S,F
6,A,F,5,0,P,B,1,H,M,P,A,B,S ,S,B,S,B
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,E,5,0,P,B,1,M,M,P,A,A,S ,S,A,S,A
6,A,E,6,2,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,G,6,0,P,B,4,M,M,P,S,B,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,A,A,S ,S,B,S,A
6,A,G,6,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,D,6,2,F,B,1,M,M,P,A,D,S ,S,B,S,F
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,6,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,E,6,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,5,1,F,B,1,M,M,P,A,D,S ,S,C,A ,F
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,E,6,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
6,A,E,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,G,6,3,F,B,1,M,M,P,A,C,S ,S,C,A ,F
6,A,E,6,0,P,B,1,M,M,P,A,C,S ,S,A,S,B
6,A,F,5,1,F,B,1,M,M,P,S,D,S ,S,C,S,F
6,A,E,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,A ,B
6,A,G,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,6,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,E,6,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
6,A,G,5,0,P,B,1,M,M,P,A,C,S ,S,A,S,B
6,A,E,5,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,B,S,F
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,6,2,F,B,1,M,M,P,S,C,S ,S,C,S,F
6,A,F,5,0,P,B,2,M,M,P,A,B,S ,S,B,A ,B
6,A,E,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,2,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,B,1,C,M,P,S,A,S ,S,A,A ,A
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,5,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,6,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,1,0,P,B,1,M,M,P,A,A,S ,S,A,S,A
6,A,F,5,2,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,6,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
6,A,D,6,2,F,B,1,M,M,P,A,C,S ,S,D,S,F
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,6,0,P,B,1,M,M,P,A,C,S ,S,A,S,B
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,A ,F
6,A,E,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
6,A,F,5,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,B,S,F
6,A,F,5,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,G,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,S,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,S,D,S ,S,C,S,F
6,A,F,7,0,P,B,1,M,M,P,A,B,S ,S,C,A ,B
6,A,F,5,2,F,B,1,H,M,P,A,C,S ,S,C,S,F
6,A,G,5,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,C,S ,S,A,S,B
6,A,F,7,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,D,6,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,1,F,B,1,M,M,P,S,D,S ,S,B,S,F
6,A,F,5,0,P,B,4,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,D,S,F
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,S,C,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,7,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,6,0,P,B,1,M,M,P,A,B,S ,S,B,A ,B
6,A,D,6,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,6,2,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,S,D,S ,S,C,S,F
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,2,F,B,1,M,M,P,A,D,S ,S,B,S,F
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,P,B,1,M,M,P,A,D,S ,S,C,S,B
6,A,F,5,0,P,B,5,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,6,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,6,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,6,1,F,B,1,M,M,P,A,C,S ,S,D,S,F
6,A,F,5,1,F,B,1,M,M,P,S,D,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
6,A,E,6,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,7,0,P,B,1,M,M,P,S,C,S ,S,A,S,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,B,2,M,M,P,A,B,S ,S,B,A ,B
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,6,0,F,B,1,M,M,P,A,D,S ,S,C,S,B
6,A,E,6,0,P,B,1,M,M,P,S,B,S ,S,C,S,B
6,A,F,5,1,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,5,1,F,B,1,H,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,2,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,E,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,7,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,G,6,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,2,F,B,1,M,M,P,A,D,S ,S,C,A ,F
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,S,D,S ,S,C,S,F
6,A,F,7,1,F,B,4,M,M,P,A,B,S ,S,D,S,F
6,A,F,5,2,F,B,1,M,M,P,A,C,S ,S,B,S,F
6,A,F,5,1,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,5,1,F,B,1,H,M,P,A,D,S ,S,C,S,F
6,A,D,6,1,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,6,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,2,F,B,1,H,M,P,A,D,S ,S,C,S,F
6,A,E,6,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,1,F,B,1,M,M,P,A,B,S ,S,B,S,F
6,A,F,6,0,P,B,1,M,M,P,A,A,S ,S,A,S,A
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,A ,A
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,6,3,F,B,1,M,M,P,S,C,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,E,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,2,F,B,1,M,M,P,A,B,S ,S,B,A ,F
6,A,F,5,1,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,6,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,3,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,1,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,E,5,2,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,B,5,M,M,P,S,B,S ,S,B,S,B
6,A,F,5,1,F,B,2,M,M,P,S,B,S ,S,B,A ,F
6,A,E,6,2,F,B,1,H,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,5,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,0,P,B,1,M,M,P,A,A,S ,S,B,S,A
6,A,F,5,0,P,B,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,E,5,2,F,B,1,M,M,P,A,D,S ,S,D,S,F
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,0,P,B,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
6,A,F,5,0,P,B,1,M,M,P,A,B,S ,S,B,S,A
6,A,F,6,2,F,B,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,6,0,P,B,1,H,M,P,A,B,S ,S,B,S,B
6,A,E,5,1,F,B,1,M,M,P,S,C,S ,S,C,S,F
6,A,F,6,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,6,2,F,B,1,M,M,P,S,B,S ,S,C,S,F
6,A,G,6,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,A,1,M,M,P,A,D,S ,S,C,A ,F
6,A,G,6,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,C,A ,B
6,A,G,6,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,2,F,A,1,M,M,P,A,B,S ,S,B,S,F
6,A,F,5,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
6,A,G,6,0,P,A,4,M,M,P,S,B,S ,S,B,S,B
6,A,F,5,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,6,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,A,S ,S,A,S,A
6,A,G,5,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,3,F,A,1,H,M,P,A,B,S ,S,C,S,F
6,A,F,6,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,2,F,A,1,M,M,P,S,D,S ,S,C,S,F
6,A,F,5,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,2,F,A,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,1,F,A,1,M,M,P,A,B,S ,S,D,S,F
6,A,F,5,1,F,A,1,M,M,P,A,D,S ,S,C,A ,F
6,A,F,5,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,2,F,A,1,M,M,P,S,C,S ,S,B,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,A ,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,2,F,A,1,C,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,5,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,G,6,0,P,A,1,M,M,P,A,B,S ,S,B,S,A
6,A,F,7,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,0,P,A,1,M,M,P,A,A,S ,S,B,S,A
6,A,E,5,0,P,A,1,M,M,P,S,A,S ,S,B,S,A
6,A,F,5,0,P,A,1,M,M,P,A,A,S ,S,A,S,A
6,A,F,6,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,A ,B
6,A,F,5,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,S,C,S ,S,B,S,B
6,A,F,5,0,P,A,2,M,M,P,A,B,S ,S,C,S,A
6,A,F,5,3,F,A,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,5,0,P,A,1,H,M,P,A,C,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,2,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,5,0,P,A,1,M,M,P,S,A,S ,S,A,S,A
6,A,F,5,0,P,A,1,M,M,P,A,C,S ,S,B,A ,B
6,A,F,7,1,F,A,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,7,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,6,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,2,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,6,1,F,A,1,C,M,P,A,D,S ,S,C,S,F
6,A,F,5,3,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,5,2,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,S,B,S ,S,C,S,B
6,A,F,5,1,F,A,5,M,M,P,A,B,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,6,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,A,1,M,M,P,A,B,S ,S,C,S,F
6,A,D,6,2,F,A,1,M,M,P,A,D,S ,S,C,A ,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,1,F,A,1,H,M,P,A,D,S ,S,B,S,F
6,A,E,6,1,F,A,1,M,M,P,A,B,S ,S,C,S,F
6,A,F,5,0,P,A,4,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,6,0,P,A,1,M,M,P,A,B,S ,S,C,A ,B
6,A,F,5,2,F,A,1,M,M,P,S,C,S ,S,C,S,F
6,A,F,7,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,E,6,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,1,F,A,1,M,M,P,S,C,S ,S,C,S,F
6,A,F,5,1,P,A,1,M,M,P,A,C,S ,S,C,S,B
6,A,F,5,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,G,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,6,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,6,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,6,1,F,A,1,H,M,P,A,C,S ,S,C,S,F
6,A,F,6,1,F,A,1,M,M,P,A,C,S ,S,C,A ,F
6,A,F,6,0,P,A,1,M,M,P,S,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,7,0,P,A,2,M,M,P,A,B,S ,S,B,S,B
6,A,E,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,6,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,7,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,2,F,A,1,M,M,P,S,C,S ,S,C,S,F
6,A,F,6,0,P,A,1,M,M,P,A,C,S ,S,A,S,B
6,A,F,5,0,P,A,1,M,M,P,S,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,C,S ,S,A,S,B
6,A,F,5,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
6,A,E,5,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,5,0,P,A,1,M,M,P,A,A,S ,S,B,S,A
6,A,E,5,1,F,A,1,M,M,P,S,D,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
6,A,E,5,2,F,A,1,M,M,P,S,C,S ,S,C,S,F
6,A,F,5,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,6,0,P,A,1,M,M,P,A,A,S ,S,A,S,A
6,A,E,7,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,E,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,6,2,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,6,0,F,A,1,H,M,P,A,D,S ,S,C,S,B
6,A,F,6,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
6,A,F,6,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,6,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,6,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,0,P,A,1,M,M,P,S,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
6,A,E,5,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,5,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,A ,B
6,A,E,5,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,5,0,P,A,1,M,M,P,A,C,S ,S,A,S,B
6,A,F,7,0,P,A,1,C,M,P,A,B,S ,S,B,S,B
6,A,E,5,0,P,A,1,M,M,P,A,B,S ,S,B,A ,B
6,A,F,5,0,P,A,1,M,M,P,A,A,S ,S,B,S,A
6,A,F,5,2,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,0,P,A,1,M,M,P,A,A,S ,S,A,S,A
6,A,F,5,0,P,A,1,M,M,P,A,A,S ,S,B,S,A
6,A,F,5,1,F,A,1,M,M,P,S,D,S ,S,D,S,F
6,A,E,5,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
6,A,E,6,0,P,A,1,M,M,P,S,C,S ,S,A,S,B
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,E,6,0,P,A,1,M,M,P,A,A,S ,S,A,S,A
6,A,F,5,0,P,A,4,M,M,P,A,B,S ,S,B,S,B
6,A,E,5,2,F,A,1,H,M,P,A,B,S ,S,B,S,F
6,A,E,6,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
6,A,E,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
6,A,F,5,0,P,A,1,M,M,P,S,B,S ,S,B,S,B
6,A,E,5,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,A,5,M,M,P,A,B,S ,S,B,S,B
6,A,F,7,3,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,E,5,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,1,F,A,1,M,M,P,S,C,S ,S,C,S,F
6,A,F,5,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,E,5,1,F,A,1,M,M,P,A,B,S ,S,C,S,F
6,A,E,6,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,5,0,P,A,1,C,M,P,A,A,S ,S,A,S,A
6,A,E,6,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,D,6,2,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,S,B,S ,S,B,S,B
6,A,E,5,0,P,A,1,M,M,P,A,B,S ,S,B,A ,B
6,A,F,5,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
6,A,F,6,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,6,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,6,0,P,A,1,M,M,P,A,A,S ,S,B,S,A
6,A,F,6,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
6,A,F,5,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
6,A,F,6,0,P,A,1,M,M,P,A,C,S ,S,B,S,B
